Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Ghana,GHA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,3.060907379,1.265975856,0.54443206,0.584061697,0.493019313,2.521966977,-0.660372191,0.602536754,0.264745237,-0.069647793,0.350938113,0.385174112,0.403865774,0.059153002,0.045328041,0.124324481,0.07507504,0.092613941,0.096193785,0.285618304,0.251308552,0.303188963,0.350800517,2.095116345,4.27950048,1.647296722,1.730357096,1.187002423,2.237678076,3.156999582,3.329303379,1.680555283,0.955673775,1.791715353,1.568114186,1.349226451,3.111458973,5.571075269,9.466663986,9.108300623,7.849577869,8.255743982,7.982660011,5.1366502,6.139493623,6.461328184,6.205506347,5.388486852,4.441407055,5.677452823,2.678037209,
Gibraltar,GIB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.421013227,0.62942741,0.657636473,0.506983996,0.669728899,1.285879018,0.599460417,0.082949676,0.006207338,0.020819173,0.614479059,0.457250783,0.496324872,1.833205646,0.331913233,0.059269764,1.016880677,2.291232724,2.692920574,3.574989252,2.962071801,6.143028628,5.483489,1.355237358,0,14.09050364,7.928206496,0.00226822,-0.840221283,0.605767934,18.82800865,5.594271749,2.97511257,0.330286823,1.244563547,
"Gambia, The",GMB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.191216154,3.050497817,2.873488176,1.861999867,1.252641855,0.086818727,0.802214336,-0.405520162,1.224861792,5.970064196,0.116143677,0.918740856,0.124970206,-0.187400535,-0.958617055,-0.221508618,-1.071931394,0.691312137,0.441598291,4.826780643,4.453087446,1.342929308,0.885295183,1.422598197,1.301604126,0.983368797,1.25614806,1.451720973,2.820470726,6.073226355,5.558710413,5.161411908,7.406491,3.751799555,5.772566095,5.220410852,7.798790956,6.102565555,4.532849255,2.720243094,2.406600848,2.559216532,2.910478884,4.968005048,1.871885281,5.22255549,4.703699331,4.275240817,4.89653695,3.919440966,10.35701729,
Guinea-Bissau,GNB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,-0.11928166,,0.034791319,,0.194030811,,,0,0,1.653681528,1.00099917,0.62967931,0.069030437,0.413479127,0.220509219,0.827997818,0.81275398,2.576073212,1.393105561,0.182497208,0.015750083,0.380889298,4.274461416,2.134646235,0.325634875,0.189242619,0.100762111,0.848539281,0.838921678,0.36003887,1.480756025,3.019608313,2.69333137,0.763697295,2.275580973,3.087523962,2.275288507,0.669676525,1.877443841,2.735074394,1.772083037,1.206246005,1.162158478,1.366702549,4.977547013,1.466010181,
Equatorial Guinea,GNQ,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,-0.490043636,1.015924097,1.170052323,4.312322074,3.927972106,7.368396437,1.799758576,0.497340901,1.00860946,9.876772457,37.26105619,4.467705406,16.39251783,16.85947721,89.4756129,161.8237506,12.08386941,74.12389917,24.84168907,14.77053652,64.38410045,17.89914523,27.76057529,7.729147203,9.360005331,4.654782916,9.507021305,-4.019628417,10.88795533,16.75815801,9.247404179,4.400755732,2.655943664,0.771291881,1.769558445,0.480381904,2.498397077,3.024184478,3.979952258,5.246920431,
Greece,GRC,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.380521453,0.287833879,0.325723034,0.277431633,0.264286179,0.084134136,0.979044097,1.069763065,0.966790212,1.125144795,1.182481031,0.993380518,0.798271781,0.888144855,1.009995326,0.934738694,0.835408649,1.040321991,1.189332286,0.949866222,1.026651128,1.079479843,0.984300469,0.897903178,0.841324905,0.76929615,0.72534506,0.687354356,0.049297861,0.05799968,-0.006282087,0.001468181,0.022114141,0.695797659,0.891391174,0.277754144,1.97823728,0.613705575,1.610932142,0.834961021,0.179361228,0.385938887,0.68673102,1.232807468,1.145570641,0.648464654,1.397137203,1.720904752,1.898353352,2.43713307,1.74948781,
Grenada,GRD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,-0.139870909,1.5851021,0,0,0,1.514721619,1.896762233,1.923958155,2.451051676,2.388982828,6.84724045,6.338483009,3.92083714,4.629317275,5.078528158,7.280580708,6.535620326,5.939836767,5.838510312,4.623176306,8.541765313,10.91832091,8.620548563,7.193118422,11.2880785,10.08424305,15.08695255,10.85166345,10.08648829,12.85058859,20.63505764,16.32403088,13.29698086,7.836552794,5.477153937,3.936812274,8.863829898,11.71667268,15.69116149,10.34781744,13.82821302,15.77385112,16.39731404,14.26200742,
Greenland,GRL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.544117642,1.440951229,0.75667444,1.354507183,1.499288357,2.194245591,0.28634915,1.779034695,2.095344707,1.695013424,1.405054133,1.476619176,0.884478635,0.497237547,0.401267155,0.635694422,0.951332233,2.120151366,4.207048066,0.905986176,0.623519206,0.964268101,0.901268293,1.25000631,0.502186066,0.513121288,0.490595257,3.549179704,6.941303683,5.047380675,-4.088377139,-5.088204498,-4.974498761,0.09032397,1.363176393,2.016163383,2.13586652,2.559590593,1.899515052,1.346285648,2.710316822,1.870378116,2.82256117,2.872156333,2.433011043,1.935084214,1.280452479,1.393282437,1.259958631,1.520070928,1.294216113,
Guam,GUM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,3.360716953,-0.865094806,0.876022026,2.670595501,0.313396879,0.161684211,1.102455748,-0.392261466,0.792774296,0.110895727,0.097519114,-0.31169556,0.9197787,0.967302453,1.025753046,0.399343044,-1.78341022,1.226762526,0.507491554,-0.542420167,1.992020504,3.540553303,39.24532674,15.31376091,19.72544728,11.97181358,8.363977607,6.941311125,6.132141946,6.621039183,9.41532519,7.863317837,6.004422604,3.512483084,3.80800361,9.310438944,4.302849357,5.580432441,5.88393199,5.180589093,5.767696291,6.685838666,6.83986954,4.812092172,5.759923972,3.217409851,3.628485801,6.894095039,24.65528995,32.76494898,21.83195945,
High income,HIC,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.43570289,0.422401285,0.413638455,0.429581818,0.465932309,0.432728025,0.315802574,0.39538055,0.405212995,0.443186409,0.529676421,0.649461481,0.626017461,0.47985284,0.5248153,0.32937274,0.595079569,0.908687769,0.92892016,1.080050583,1.164822814,0.732219253,0.6720666,0.791326101,0.844423558,1.050549102,1.157930599,1.470787273,2.46611325,3.816475201,5.087837305,2.666659849,2.082293728,1.770097974,2.156668588,3.363031452,4.552151707,5.873243489,3.895252543,2.255250451,2.769210477,3.230475292,2.678417075,2.660819329,2.45657294,4.318117921,4.308932794,3.093717568,0.5224068,1.884496593,1.056326469,
"Hong Kong SAR, China",HKG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.310842893,1.328940296,1.934150952,3.378214364,1.634358506,3.755561084,1.983182441,1.741393983,2.606510822,2.876963757,2.460700348,6.642274627,3.830308866,3.825604668,3.842693267,-0.748526726,4.597169468,12.34593391,8.338914607,2.967123171,4.257305423,1.147554431,3.728188495,5.757705527,5.76380202,4.295359422,6.54918287,6.409906616,8.253702417,15.29571207,41.065121,18.47173606,4.056439138,11.50504198,13.12493728,22.56050489,23.20071329,29.35811583,30.57063384,25.3569802,36.17476202,38.68402954,28.51437199,27.87752022,44.55079338,58.51874996,41.53210398,36.83755166,26.82552406,16.05810808,34.05584777,
Honduras,HND,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.161825726,1.012311902,0.373599027,0.7232877,-0.111164814,0.622775801,0.38946589,0.533093757,0.424571267,0.795647756,0.146163459,-0.089023086,0.323449867,0.469095834,0.416046848,0.521018777,0.528370971,0.62434161,0.818267236,0.938821097,0.883605842,1.120751033,0.962841512,0.54194173,0.749631536,0.935025979,1.743039209,2.117794834,1.555053545,3.699419137,4.86983495,4.049400435,3.65622672,4.740557725,6.676054831,6.160269033,6.57287027,7.822232813,8.650222938,3.389872002,3.834605747,5.886801112,5.836094927,5.778627102,8.629014199,6.275950434,5.28156557,4.105923264,5.993854186,3.806680652,0.990508826,
Heavily indebted poor countries (HIPC),HPC,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.912253168,0.647687,0.70187306,0.758900263,0.705407874,0.629072716,0.809015462,0.360553779,0.722432272,0.736015718,0.748649576,0.451260134,0.486346105,0.199762371,0.231209781,0.614151377,-0.008830179,0.462642621,0.250439122,0.197062473,0.310544421,0.206496033,0.470815653,0.962777621,1.041914393,1.287574445,1.428500409,2.110941665,2.468385094,2.767471094,2.363838818,2.811951187,3.212996832,3.293115353,3.103341247,2.963498716,3.157122039,3.788983791,4.183741899,3.322634992,4.562821658,4.905861375,5.421100129,5.243725915,4.119145801,4.323242186,3.388023259,3.661128663,3.690908726,2.946643648,2.181380875,
Croatia,HRV,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.475647092,2.045793484,2.476072303,3.892846981,6.144034042,4.647803008,4.454645403,3.622532214,5.277674534,3.132069713,3.964000302,6.579944999,7.673608297,7.419889986,4.865891552,2.556929024,1.977174606,2.561706458,1.656463638,5.464426497,0.088993644,0.822157034,0.818580276,2.119579982,6.272031313,2.060637543,
Haiti,HTI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.845410598,0.937155458,1.091393828,1.49528706,1.404314364,0.387437628,0.885096701,0.844772967,1.026483269,1.11049417,0.939442116,0.563742058,0.48026048,0.518600641,0.245567669,0.244849209,0.207937877,0.228604924,0.386391845,0.342074781,0.258373748,-0.051820324,-0.097469269,-0.149075037,-0.129177254,0.26303505,0.141013913,0.119798541,0.28894367,0.722241315,0.194464654,0.069488735,0.09408837,0.285902071,0.09773131,0.36191211,2.136175811,0.782335954,0.284209438,0.478312746,1.50092985,0.914768616,1.137944684,1.086521508,0.653928722,0.712458029,0.74994493,2.493156163,0.638102588,0.507242085,0.172316131,
Hungary,HUN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.207168424,3.819114425,5.855999937,2.650386603,10.34804782,7.048915981,8.80421055,6.696509727,6.897764049,5.819155704,7.551293738,5.38897593,4.873871925,4.357647526,24.27630563,16.13694654,50.36905493,47.42418196,-2.129501999,-15.70755662,7.564063071,8.393721126,-2.642401765,9.257299856,-4.206072727,54.16924624,-8.476577852,-40.08105626,60.2358611,109.3306365,
IBRD only,IBD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.671782484,0.742058902,0.403448772,0.731777905,0.657770493,0.802193003,0.455911585,0.483963313,0.623287012,0.517838435,0.539823129,0.671759702,0.571752291,0.503813828,0.474878556,0.528881278,0.481219461,0.497146734,0.772322629,0.779264251,0.683027084,1.064259373,1.16270527,1.550963067,1.92132894,1.937816566,2.246759615,2.804498164,2.861095609,3.196379523,2.68756522,2.83287347,2.509060111,2.422426574,2.84066291,3.169807779,3.540243987,3.928573209,3.693480158,2.584940686,3.116445661,3.095535221,2.693343828,2.711774358,2.374527837,2.371266393,2.128524984,1.847712238,1.987995238,1.843714297,1.790018795,
IDA & IBRD total,IBT,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.738068802,0.780385331,0.483893369,0.773925528,0.656562003,0.782664292,0.489881005,0.49276722,0.611780384,0.524769339,0.48764056,0.621654702,0.537513861,0.475999596,0.447728053,0.528228575,0.447007182,0.499996062,0.732211238,0.800042636,0.663975937,1.009781544,1.140291949,1.536473846,1.878399226,1.867202489,2.155597776,2.68354418,2.733986814,3.044094214,2.566299177,2.706266082,2.427903696,2.360476738,2.747936519,3.080771237,3.442928513,3.843856087,3.634246272,2.572380502,3.065701715,3.086629453,2.703277567,2.711829569,2.368591476,2.376650934,2.128339293,1.881277686,1.990995345,1.843548098,1.771597065,
IDA total,IDA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.124514161,1.042146468,0.944778906,1.050732483,0.648647513,0.666886497,0.69916337,0.549070561,0.537645285,0.5759105,0.099997547,0.353229779,0.342810046,0.290295977,0.249329635,0.523336144,0.185184858,0.521022013,0.415945483,0.971969891,0.497497861,0.594508236,0.904361794,1.36727958,1.321582251,0.962368792,1.023768003,1.150236694,1.197150703,1.319499826,1.210034738,1.282520675,1.572553754,1.701552634,1.74860359,2.099745173,2.376919318,2.855940621,2.942539538,2.429673283,2.45268947,2.961006039,2.847490713,2.712596721,2.289045593,2.444502125,2.126035357,2.321554499,2.032107772,1.841319803,1.532450586,
IDA blend,IDB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.472951041,1.597573268,1.744894046,1.952710751,1.039135218,1.13854628,0.743910178,0.834181046,0.519493313,0.657792884,-0.245393872,0.453814385,0.400195532,0.569805844,0.352970298,0.841134309,0.337685982,0.87898116,0.710799079,1.956064841,0.747094189,0.89482591,1.043632503,1.787701872,1.994452125,1.229595189,1.179053986,1.038263698,0.959984397,1.180869175,0.967353142,0.865575718,1.647556746,1.480513881,1.271771796,2.429762952,2.630847144,2.987771637,2.779599229,2.46654841,1.793721831,1.863369939,1.286053994,1.249902975,1.260938595,1.262454497,1.039339603,1.530600423,1.171481144,0.807882933,0.615345673,
Indonesia,IDN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.588733533,3.204251726,2.305232252,3.570275713,0.705825551,4.241288511,2.005921431,0.513000573,0.81178537,0.439687122,0.248336362,0.155522389,0.249560637,0.360261288,0.261626776,0.363467988,0.322685251,0.507048517,0.683272607,0.722064256,1.029764942,1.27077228,1.387988834,1.268300646,1.19225193,2.15007984,2.724197886,2.167796852,-0.252290448,-1.332573541,-2.757439934,-1.855686193,0.074151638,-0.25425632,0.73824398,2.916114843,1.347942646,1.603010572,1.826329024,0.90391942,2.025179138,2.302984285,2.309780327,2.551356334,2.819972605,2.297616387,0.487372471,2.019489201,1.814289797,2.233362049,1.8112098,
IDA only,IDX,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.759333977,,0.350992516,0.460452165,0.352700664,0.325204959,0.659067058,0.31001995,0.552287668,0.506314844,0.438747097,0.177440536,0.247847059,-0.071331687,0.137131085,0.192236062,0.059287884,0.252525379,0.186978519,0.271756398,0.334121382,0.415037968,0.795894562,1.087848621,0.866551885,0.776676175,0.919621462,1.223021596,1.343388535,1.406594363,1.368484192,1.551271683,1.522504702,1.852006891,2.091611921,1.852648828,2.169950314,2.751306608,3.069884504,2.403263404,2.94318793,3.985746318,4.519682529,4.230193024,3.357806725,3.618663572,3.090371505,2.948844821,2.754228002,2.689973957,2.246681953,
Isle of Man,IMN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.072826324,0.070763624,0.024893933,0.044331264,0.057241382,-0.010486395,-0.007502573,-0.029682109,0.0131755,0.03174683,0.042484827,0.047506181,0.03591159,0.002584047,0.009068703,0.045627777,0.047283784,0.076091199,0.030766482,0.085156734,0.073740021,0.02722554,0.095941829,0.197056163,0.297385909,0.594986258,0.617479056,0.860208566,0.625285966,0.472644846,0.765212649,1.056378305,1.011571805,0.605889255,0.765601405,0.88610072,2.130168425,2.073395746,3.620521897,2.651593127,1.635034274,2.002065552,1.312934337,1.516275965,1.695658786,2.092115758,1.937363198,1.507316581,1.558214793,1.787381739,2.41266468,
Not classified,INX,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.7279353,0.490364313,0.490656897,0.695078159,0.648358918,1.66778992,1.826575593,1.211200895,2.561852133,1.837839708,1.317141352,0.984267675,1.126951264,0.816958537,0.603581449,0.769440045,0.871659713,0.950683052,0.681543405,0.491251865,1.261338653,2.734959491,2.607677255,2.056356103,1.500900491,2.086966574,3.45356359,2.448563689,9.825138434,18.41431169,25.72602624,8.825984749,22.80303313,13.83444836,-5.457373706,22.1832695,9.505558291,22.1915415,8.454492689,22.82760885,17.01331075,9.917061199,25.76108011,29.71772274,37.60373441,81.30193922,34.42823539,17.38087357,17.49465847,-11.68395104,7.619753275,
"Iran, Islamic Rep.",IRN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.255096343,0.47481024,0.53167106,2.073355943,0.700078676,0.95487847,-0.149275673,0.428895129,1.165546465,0.181819434,0.085744011,0.028079794,-0.108051881,-0.050215791,0.026306914,-0.021172845,-0.053774713,-0.229557503,0.049196369,-0.016116669,-0.289993217,,,0.325601197,0.002783908,0.017631338,0.021593979,0.046524218,0.021763395,0.030742623,0.035586634,0.321660451,2.736114981,1.874034426,1.598213512,1.275850911,0.87027712,0.576707018,0.480187804,0.716484923,0.74957176,0.683036656,0.723831889,0.618931865,0.457335512,0.502188909,0.736317507,1.031378766,0.716936645,0.517567582,0.579578526,
Iraq,IRQ,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,-0.027729414,-0.004656762,-0.002187733,-0.127571693,-0.076670852,-0.333766349,0.007603567,0.022129101,0.001262505,0.004257406,0.002910461,0.010892843,0.005709926,-0.000574756,-0.005856614,-0.002395449,0.00194226,-0.007558011,-0.005396867,0.000592418,-0.003774776,1.884764272,0.01679695,0.077814234,-0.000751626,,-0.019111152,0.005552651,0.035833801,,-6.62E-05,-0.018398719,-0.000990025,4.561717175,0.819047736,1.03153064,0.587963056,1.093912892,1.409951741,1.431429891,1.00796494,1.120863398,1.559615273,-0.99527921,-4.455211245,-4.541592226,-3.754985923,-2.687994284,-2.148548348,-1.316406167,-1.706678667,
Iceland,ISL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.854368932,2.954116588,0.333471409,-0.129933099,0.871177523,3.013771476,0.269543653,0.190173545,0.322474541,0.108640987,0.659486397,1.517321654,1.116438051,-0.846002175,0.478278245,0.790870842,0.213052726,0.043475753,-0.242359303,-0.483026259,-0.074252336,-0.266813585,0.122131073,-1.89E-05,0.037471059,-0.130677741,1.122819289,1.955341372,1.811949116,0.74191672,1.719106723,1.984806471,0.986280282,2.934162509,5.463294553,18.35689104,22.19573019,31.73844956,6.659541201,0.483397738,1.868803547,7.272274387,6.942777097,2.930888509,4.291415023,6.540809928,-5.128063967,-28.3072317,-2.370719438,-2.238593334,-4.121616679,
Israel,ISR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34217044,1.268008304,1.423747521,1.497770465,3.541973553,6.075617964,1.354035937,1.306248384,2.614787894,2.173689384,3.377610398,9.338904112,4.910701188,4.740956363,2.215351676,2.976587849,3.29897148,3.489436208,4.025667477,1.945328342,3.777747617,3.757706103,4.754737676,5.758063515,4.36315418,5.964911831,
Italy,ITA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.550428379,0.440426362,0.463431742,0.383551837,0.298324849,0.283059865,0.048610213,0.438295875,0.151613403,0.105511219,0.121141548,0.261063893,0.143979154,0.269705009,0.299890293,0.23590799,-0.023892557,0.519802649,0.761482658,0.23598083,0.545262644,0.192851089,0.236224937,0.35108519,0.200920878,0.412363938,0.270410349,0.296910143,0.207870545,0.554256596,1.148796315,1.273783228,1.350232927,1.240657798,1.112663427,1.978351837,2.92351747,2.981133303,-0.394476496,0.754896991,0.464889359,1.501767646,0.00167234,0.911862937,0.787819995,0.724336604,1.366845175,0.567766927,2.115255482,1.550511384,-1.167243207,
Jamaica,JAM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,11.53920566,11.37761696,5.199864499,3.845916618,1.284158485,2.146544457,-0.020229195,-0.298489331,-1.005880532,-1.088644531,1.033809893,-0.386027624,-0.479727958,-0.516675334,0.513994348,-0.428525893,-0.166995443,1.624587838,-0.313454179,1.296263067,3.002902253,3.243875766,4.027764319,1.431968244,1.448859553,1.547694888,1.835300745,1.853563949,3.665560821,5.341472886,4.659600175,6.269904202,4.566304985,7.247967007,5.497634527,5.673332063,7.060609234,6.34318939,10.0413032,4.00285637,1.405202763,1.195993686,2.791456896,3.81898359,4.188352814,6.519007959,6.592097091,6.00199763,4.924230845,4.203305436,1.919290442,
Jordan,JOR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,0.071014126,0.225753649,0.570406255,1.881214431,-0.440706067,0.535648481,2.168142766,0.806028627,0.865225677,3.211491004,1.269761565,0.708572638,1.560144093,0.49959513,0.35545786,0.584679276,0.378062765,-0.031978747,0.904969708,-0.273635204,0.766711429,-0.598456627,0.045765486,0.197817834,0.223931945,4.980975651,3.918115242,1.938482198,10.79447161,3.048547532,2.48603227,5.364709274,8.209450192,15.76406349,23.53737248,15.32469173,12.47588762,9.834178745,6.22247567,5.033358727,4.894806887,5.649771687,5.912048902,4.147202292,3.892851429,4.901640293,2.224278094,1.63970972,1.739868227,
Japan,JPN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.044212577,0.087444689,0.053139424,-0.009720362,0.042116149,0.043333047,0.019277952,0.002910959,0.000789257,0.022653768,0.025149586,0.015504653,0.038694847,0.033458707,-0.000758506,0.043513926,0.011645656,0.046486824,-0.015750339,-0.034688265,0.057649031,0.035829194,0.070497271,0.004724487,0.017771963,0.00074768,-0.000775961,0.055358119,0.061293304,0.318821542,0.215124715,0.112602474,0.27630407,0.194079344,0.153847736,0.113001254,-0.052087901,0.472322727,0.482208589,0.231146375,0.12920449,-0.013648274,0.008720202,0.204293384,0.403354543,0.118161988,0.818481615,0.381319638,0.50198877,0.779973899,1.220508121,
Kazakhstan,KAZ,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4013267,5.431183866,3.104354758,4.732431909,5.405182293,5.961400568,5.201656853,9.406773512,7.492464359,12.71548747,10.50669237,8.053698563,13.01285892,4.457111444,9.396053649,11.41903282,12.60393246,12.38058622,5.036306283,7.14350879,6.561648211,4.23069801,3.300631727,3.567373491,12.54662028,2.852057179,0.196995408,2.053676434,4.205188018,
Kenya,KEN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.860645654,0.416106402,0.298963708,0.687923898,0.78856754,0.526447731,1.334617501,1.258132158,0.648865948,1.347523818,1.086996806,0.206398349,0.202141562,0.397023829,0.173683868,0.470183987,0.45206802,0.494068886,0.004720678,0.750803531,0.665873829,0.231013008,0.077512889,2.532351134,0.103976797,0.467474289,0.902160126,0.473451365,0.188365603,0.402864464,0.872895972,0.040833358,0.210062253,0.548412532,0.286194264,0.113202055,0.196219537,2.281243174,0.266291327,0.274534231,0.392164525,3.094712079,2.447259352,1.814170815,1.202208917,0.883800359,0.627591458,1.640851105,0.832686432,0.468162589,0.423482498,
Kyrgyz Republic,KGZ,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.493024819,2.271138678,5.785004738,2.584742847,4.741314847,6.636141592,3.555693652,-0.172311074,0.328285302,0.290348679,2.373342146,7.93380358,1.730120209,6.422443743,5.467872701,7.334537906,4.037844056,9.860930707,11.06464469,3.950370509,8.343757298,4.593013721,17.13122863,9.088688279,-1.391843535,1.743691279,4.552631191,-5.160327391,
Cambodia,KHM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.013919799,-0.028868616,-0.001978046,0.027030905,0.229418644,,,,,,,,,,,,,,,,,,,2.13614124,2.46826429,4.382185009,8.372554207,5.915641749,3.713331177,2.906419522,3.237754226,3.676756427,3.056850915,1.751316579,2.461977045,6.025383905,6.64242251,10.03894968,7.874681055,8.925272448,12.49138118,11.99484384,14.14572541,13.58334609,11.09689482,10.09866353,12.36922143,12.57184973,13.07449807,13.52202109,14.00948204,
Kiribati,KIR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2.380920208,0,0.682611079,0.33125572,0.652092465,0.598177923,0.438462694,0.752966646,0.900030964,0.852277439,-1.640624335,0.786694945,0.688142591,0.809436984,0.758253013,0.673064238,0.654226712,1.073257195,-0.433392673,0.345983883,0.743372632,1.908493099,2.324020788,0.515655806,0.869095909,-0.898791691,3.772506137,-4.251437483,-0.193029099,-1.258209342,0.454150416,1.47987757,-0.481425526,1.012249061,0.417019323,-0.583173506,-0.313754689,1.450481509,
St. Kitts and Nevis,KNA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,1.460722787,1.112637363,2.557478688,15.53973397,6.084964129,7.206726278,7.042652685,11.26792339,7.605035709,21.19276645,22.45482441,9.725254425,5.174602689,5.216670879,5.199954827,6.529932302,10.53291188,5.250454222,8.330154001,14.20011762,22.81616789,19.23731121,16.58188334,16.09214972,11.00246086,16.99449186,17.13424767,19.51071067,22.87617452,16.88691463,14.93075329,13.11251078,11.18563111,12.65626643,16.42016086,13.3843529,12.03391373,4.528038883,3.713634541,4.108805431,1.412226822,
