Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Cote d'Ivoire,CIV,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.109265454,0.991081358,1.011138414,2.033151342,1.061836712,1.773570932,0.960520895,0.233836254,1.054486899,0.817571086,0.930263142,0.388374223,0.627320091,0.548829809,0.317760127,0.417905738,0.772523099,0.86749612,0.50413594,0.189496995,0.44863933,0.176551425,0.619151989,1.585708379,1.413817941,1.925072851,1.48963664,2.302018342,3.874171938,1.247145675,1.415781989,1.622077273,1.177444864,0.778244286,1.203627753,1.452181186,1.388231734,1.54311659,1.374418681,1.173390728,1.026062471,0.822954232,0.909737041,0.953203596,0.899528866,1.079150197,1.204796719,1.889997672,1.069324208,1.450101603,1.162074005,
Cameroon,CMR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.389833364,0.137435797,0.220256658,0.163038343,1.001198079,0.94853502,0.565889959,0.25659474,0.869606684,1.049161844,1.945114609,2.047985266,1.685615854,3.112299309,0.241627557,3.700831942,-0.764946669,0.888345058,0.754838514,-0.778514701,-0.916249145,-0.122447752,0.24191782,0.031644989,0.041273156,0.139033988,0.941242049,1.386672981,0.488852786,0.302700366,1.511444782,-0.106526709,4.068984432,2.096943737,0.361118019,1.248608401,0.282739542,0.792290636,0.075754661,2.671669371,1.949524017,2.132703795,1.748840346,1.622967984,1.994843156,2.155640218,1.963349385,2.256209564,1.913981821,2.583196349,1.654689619,
"Congo, Dem. Rep.",COD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.131824831,0.102595811,0.169590007,0.225151979,0.541629838,0.089085613,2.471140005,0.14735397,0.635415929,0.954645401,0.76151825,0.555359657,-0.017360517,-1.751567485,-0.412969182,0.961634331,0.068557729,-0.718907497,-0.044463001,-0.067724373,-0.1546563,0.1286082,-0.008873006,0.064168148,-0.025771503,-0.396035086,0.429527739,-0.728142522,0.986360739,0.236879335,0.493452281,1.374284769,2.149379761,4.377642382,3.97216286,1.504452594,1.772085029,10.80236746,8.726273415,-1.304135197,12.71601409,6.176624593,9.866868697,5.194611572,4.176029605,3.074342219,2.510784143,2.756443254,2.959042576,2.609314437,3.075078538,
"Congo, Rep.",COG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.854810488,15.11821297,16.14437843,12.60209535,7.875433058,2.007553933,0.31541994,0.259574127,0.460917801,1.374901961,2.346836848,1.547166328,1.636056338,2.673923924,1.593218571,0.587247631,1.213436652,1.890931886,0.41107739,-0.298176846,0.80577365,1.202029008,0.09337963,10.65647674,0.168987137,5.329956448,2.457105486,-2.118241499,-8.703069298,-2.900434693,-3.040392585,-4.844261095,6.594565062,6.280145684,1.901620653,12.04984558,18.44598012,16.21655504,16.72100183,12.22888626,11.57729523,1.907834793,-0.391399398,10.46210101,16.13977166,35.99449882,0.495224695,39.81094123,31.56721958,-11.19718689,-18.91777433,
Colombia,COL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.597358249,0.551483875,0.212850956,0.231127905,0.33055507,0.282997832,0.162957709,0.333830473,0.459947751,0.454538764,0.470461794,0.728254722,0.939231233,1.595669579,1.526672828,2.931701554,1.928883735,0.877016762,0.517691402,1.456749701,1.04506114,0.929119963,1.247368462,1.443410263,1.770422621,1.046802241,3.202627717,5.214927813,2.873546112,1.749593152,2.439226559,2.588226585,2.17806523,1.817908276,2.661082476,7.028893104,4.176886877,4.30967391,4.361983896,3.457324012,2.243830241,4.372986003,4.054762643,4.242275553,4.242505258,3.959541851,4.899827539,4.392944901,3.380835767,4.329539104,2.759387886,
Comoros,COM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0.081517754,0,0,0,0,2.235848382,1.056676291,0.956551286,0.091476453,0.590924629,-0.316356418,0.042109206,0.055676771,0.223239729,0.128770385,0.005487788,0.103812285,0.070858011,0.02666658,0.302742049,0.101046749,0.145047582,0.106131269,0.085473728,0.111452569,0.966722014,0.507893569,1.528661221,0.919669867,2.259676741,1.021338307,0.37910346,0.407499043,0.51102987,0.352458387,0.363776568,0.477150042,0.359894023,0.316496458,
Cabo Verde,CPV,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,-0.004581234,1.184315847,0.226217656,0.065067947,0.082309722,0.545399203,0.126125689,0.743054427,0.523498436,5.37425869,5.683107022,2.359642569,1.301706826,9.10423779,6.342824223,1.600319004,2.376755063,4.817967256,7.317637208,8.283481402,11.8730056,12.66662624,11.78671611,7.36080661,6.981903001,5.479689718,7.349250424,4.825662775,9.709658571,6.01649897,7.595390636,6.312150566,5.225707593,4.532841978,2.94518152,
Costa Rica,CRI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.675081553,2.051705004,2.087298575,2.465799,2.778803857,3.519980417,2.567899968,2.034222448,1.379424344,1.07792818,1.088700755,2.652634055,1.108714967,1.928962015,1.527123603,1.783525448,1.380407844,1.771472523,2.648099689,1.929146885,2.845043463,2.479059971,2.638940196,2.574386339,2.837857413,2.909679642,3.655886971,3.245762233,4.490562018,4.345668348,4.8184645,3.892336175,4.36202694,4.483539703,5.823126533,7.628435395,7.928504331,8.337426092,7.909007193,5.251511066,5.063711991,6.391724891,5.70866168,6.291276937,6.232936611,5.236394871,4.452962387,4.833275306,4.829438713,4.220940195,3.38331924,
Caribbean small states,CSS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,10.01820075,8.960437192,6.741327769,5.815166231,4.920124032,2.456531179,2.120389841,0.990362189,1.043055037,0.841906231,2.383410157,2.975125007,1.679050546,1.382367917,0.72138271,0.272883009,-0.180167691,0.576526819,0.347723851,0.626889904,2.095487402,2.944786923,3.259971419,3.435890055,4.422038778,3.786230822,3.487134777,5.976468885,5.247148653,5.218389237,4.98786403,5.776050779,5.764993736,5.886604442,5.851020287,6.708854867,6.731055863,6.361452079,9.399157202,5.05486262,4.005793875,3.213931843,0.931988169,1.263070009,4.127021296,3.98302483,4.162675523,2.619663507,3.758575773,5.199814786,5.481611585,
Cuba,CUB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.403653125,2.304567872,-0.049618671,2.273168765,4.812631965,4.414424431,5.737887507,4.202273433,2.61205389,6.335664912,
Cayman Islands,CYM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.9128559,631.6113601,426.4118751,474.0464061,504.354317,743.6739198,500.7878967,792.2912679,1008.994733,1709.765669,54.67431138,48.51413538,3.1398317,18.17790953,110.0202251,
Cyprus,CYP,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,3.694520242,5.624094962,5.634767587,5.915417316,5.473127837,3.944341502,3.751128829,3.312311875,3.16417924,2.312588103,2.384543688,1.498648702,1.402624241,1.45246338,1.528434055,2.264577222,1.417992935,1.554380411,1.265998554,1.012349392,2.447735398,2.334711925,5.724021703,3.370192499,7.744916953,8.560861195,9.085903295,9.662239119,6.2427114,6.459619626,6.303627116,9.325550995,9.573441368,44.16386872,249.1080486,120.5945222,146.7265456,280.1318331,108.6417073,223.4283967,145.9527366,40.60527748,62.99100837,-4.350091922,163.0435573,-1.325299147,
Czechia,CZE,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.601004351,1.835377217,4.268803449,2.129880142,2.068976481,5.538559714,9.685888309,8.066031086,8.318641595,10.33701023,2.019448799,5.361178046,10.01153358,4.564069806,7.26437054,3.722457494,2.541341419,4.863365019,1.824658745,4.516567468,3.47571024,3.863539823,0.90405097,5.528352754,5.138725412,3.343910398,4.258298877,3.470899706,
Germany,DEU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,0.441361886,0.632842207,0.527720742,0.488878354,0.140734902,0.254229652,0.158199267,0.216546108,0.196580449,-0.019633294,-0.051949291,0.060298468,0.129476547,0.081458467,0.072502817,0.113932035,0.124803611,-0.107660495,0.36980321,0.144310233,0.253701122,-0.100288836,0.023164615,0.340906851,0.465679526,0.624360056,0.842609915,1.318741891,3.919717995,12.73150359,2.926755399,2.466615193,2.614345224,-0.725154707,2.101793081,2.91996036,1.484338647,0.826503411,1.662198034,2.530762023,2.601419304,1.855413408,1.799764604,0.501101724,1.859147308,1.864856711,2.966954512,4.195531565,1.843457695,3.711990747,
Djibouti,DJI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,0.067450752,,0.112488428,0.151593805,-0.031767747,0.013264708,0.495241665,0.479043326,0.305457426,0.289528343,0.646649182,0.660629876,0.616772634,0.61709349,0.599332233,0.596129446,0.592742007,0.580649337,2.286739804,5.786694826,3.133262929,14.08394014,23.03889364,22.78584382,9.232551529,3.234153297,6.375384839,8.126150917,14.0004927,6.908370613,5.932712166,6.142062351,5.970135971,5.834973097,5.665500402,4.974111026,
Dominica,DMA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,0.174394724,0,0,0,5.846002211,0.223394855,0.202705733,2.107055443,2.510629735,3.836275563,8.901448206,6.969897664,9.288404657,6.398705549,6.926654982,8.720488639,5.376214325,8.548493297,19.70426735,6.089942598,6.968841297,2.019505807,5.412224393,5.276719571,5.031081596,6.035672443,9.167236283,7.127981522,5.28078679,6.638668286,9.608273813,12.34169233,8.673672927,4.929207623,2.832782069,4.763904236,3.595402483,2.374032478,1.324188287,7.334736698,4.348025534,14.11091439,10.30881501,4.359250189,
Denmark,DNK,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.609061276,0.654939538,0.70591132,0.689865528,0.702566964,0.659532876,-0.426902642,0.152256173,0.148211614,0.318182752,0.146384533,0.160726832,0.221559005,0.099152471,-0.025982202,0.177315602,0.185364032,0.077376286,0.435591271,0.969284583,0.818928446,1.115114973,0.665324523,1.196102293,3.205751697,2.237442892,0.412212569,1.608683422,3.771167013,9.466974627,21.93809364,5.63524699,2.480308516,0.543258463,-3.502430805,4.857700582,0.843187065,3.697114116,0.620106753,1.173902421,-3.654669083,3.941503188,-4.997670326,0.198012181,1.863305283,0.611475183,2.49237426,1.086132947,2.456000967,-1.093831002,0.444478741,
Dominican Republic,DOM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,4.819925951,3.900390039,2.188789373,1.471340839,1.832040196,1.775394532,1.51841073,1.558719016,1.343359243,0.31097694,1.371038114,1.054051552,-0.016933982,0.522742555,0.590822839,0.71760002,0.81670013,1.527375957,1.974205111,1.645082915,1.877383252,1.475902354,1.548419451,1.457834889,1.42099079,2.50880986,0.735677376,2.041715535,3.086438016,6.075452887,4.069001453,4.249316338,3.41225133,2.880554899,4.186289081,3.125980875,4.03565272,5.124254462,5.669691569,3.512771866,3.379491398,3.786850662,5.629224568,2.552400718,3.550614845,3.129776532,3.323570834,4.497488808,3.207863799,3.180974427,3.120818428,
Algeria,DZA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.647377527,0.011817485,0.613143653,0.585678579,2.710062055,0.764883036,1.054807851,0.85091306,0.512629547,0.077285924,0.823373878,0.029780507,-0.118497329,0.000855798,0.001494776,0.000686577,0.008347216,0.005560657,0.022031597,0.021734114,0.000539762,0.025458887,0.062495992,2.00E-06,2.35E-06,2.39E-06,0.575182994,0.539669753,1.258826219,0.599498525,0.511221011,2.033265833,1.876239118,0.939901332,1.036824406,1.120174319,1.573137107,1.249646612,1.543038734,2.001975073,1.426963636,1.285534617,0.717693336,0.806601359,0.702589213,-0.324012084,1.023696387,0.723259873,0.83820748,0.804110687,0.776991759,
East Asia & Pacific (excluding high income),EAP,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,0.29437392,0.379072036,0.579318182,0.584618052,0.658242654,0.609058089,0.562797635,0.596250934,0.759603595,1.176519476,1.356260346,1.570557388,1.827206759,2.639194836,4.36660929,4.251868001,3.842856444,3.864232467,4.037821455,4.163945561,3.372126441,2.77665011,2.837367109,3.10503206,2.964187354,3.107851809,4.167283443,4.090187458,4.099367643,3.544316335,2.408452555,3.787800506,3.49957349,2.833850449,3.050505571,2.578373718,2.300240433,1.619830161,1.615729857,1.873292038,1.515108324,1.734310101,
Early-demographic dividend,EAR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.591395515,0.594092995,0.271828706,0.411627584,-0.215572067,0.946531976,0.153777749,0.348532969,0.470297282,0.235713014,0.112000379,0.929927495,1.121771886,0.66493966,0.641921099,0.387689579,0.455756554,0.238628989,0.540915558,0.520965566,0.616625463,0.851508656,0.828126137,0.773071378,1.22990972,1.310385273,1.481705779,1.948843559,1.736172986,1.962282337,1.516372263,1.787943125,1.450123322,1.184880251,1.509014447,2.253426763,2.743410332,2.915926501,3.130538382,2.347151965,2.122904377,1.991519396,1.82965688,2.123520409,1.766164042,2.175727436,1.933116346,1.936916086,2.004934115,1.885693532,1.919319758,
East Asia & Pacific,EAS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.57943158,0.642684294,0.598528756,0.33775224,0.502741304,0.444859663,0.398490742,0.291320775,0.295191133,0.288106916,0.33389628,0.453258657,0.435317252,0.439225745,0.288074737,0.312686213,0.446036911,0.586169606,0.593342253,0.524623528,0.711119376,0.514057568,0.652580862,0.918279154,0.978830587,1.068474361,1.1651896,1.412534637,1.418686724,1.67750701,2.094124812,1.639877242,1.430238798,1.458588827,2.040194403,1.81951593,2.617499469,3.218471394,2.729404778,1.969063607,2.916315348,2.836118303,2.44259614,2.764145901,2.861648029,2.809959136,2.326165325,2.293852922,2.267279493,1.98622929,2.167095051,
Europe & Central Asia (excluding high income),ECA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.339440204,0.276494845,0.211207195,0.308186813,0.179427188,0.254669563,0.019557823,0.046009656,0.052228333,0.083960261,0.020301611,0.104498932,0.065563349,0.058791993,0.142241795,0.114732832,0.12745396,,,,,,0.312836497,0.477922385,0.393891286,0.731182036,0.887394039,1.42514619,1.248311664,1.532679673,1.21919854,2.013315007,1.678097977,2.323492661,3.009018586,3.048786758,4.638268116,5.354238381,4.919634771,3.556563136,2.88341233,3.24002025,2.672662988,2.773022064,1.644881312,1.824473716,3.115539548,2.125484565,1.363893142,2.162616365,1.307699641,
Europe & Central Asia,ECS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.704362859,0.623255858,0.571498633,0.671271681,0.772624411,0.531903052,0.411892101,0.554442381,0.498106098,0.517468716,0.543903244,0.478291235,0.444305485,0.475083933,0.31135764,0.51105369,0.582927844,0.704357597,1.018036022,1.257668604,1.409343693,1.096650683,0.925357093,1.067566482,1.072468647,1.395282034,1.423514929,1.825940756,3.305111713,5.74961815,8.543842831,4.515436791,3.741874642,2.886985501,2.810511827,6.104458739,7.096650454,8.890742746,5.359200519,3.220812611,3.571023879,4.607556109,3.611408004,3.238550981,2.469672754,5.403782151,6.514513633,4.0667945,-1.194621668,1.753471746,0.333680015,
Ecuador,ECU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,3.095191994,5.8855133,2.536105576,1.34386652,1.163766947,1.232591542,-0.218875557,0.312886954,0.407632553,0.447261076,0.391465719,0.275093487,0.200703933,0.291502982,0.295639055,0.361535122,0.528922805,0.882009256,1.187567785,1.151839126,0.826810819,0.941811625,0.983738574,2.501330956,2.537928973,1.85193034,1.980782572,2.570657755,3.109081567,3.300590488,-0.127889942,2.20108486,2.743572519,2.6871311,2.28724133,1.188746055,0.579950851,0.380084251,1.712044864,0.493652336,0.23850542,0.814974201,0.645345742,0.76430549,0.759282222,1.332154559,0.764611252,0.603626453,1.291252171,0.901430435,1.111617893,
"Egypt, Arab Rep.",EGY,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.008455397,0.026831502,0.000322593,0.006931699,0.001408609,0.068774733,0.458095934,0.727581477,2.148072469,6.749429233,2.53017092,3.399750059,1.061542574,1.582368423,2.146356602,3.015277403,2.951091027,2.342602497,3.401931818,3.144613176,1.707814196,0.676690667,1.096617326,1.058425258,2.420132571,0.994028431,0.940414996,1.135375893,1.268437022,1.174392815,1.236997207,0.527384723,0.759753233,0.295683832,1.590836184,5.999509006,9.348567266,8.876336063,5.831412619,3.54835118,2.916016576,-0.204542849,1.002340718,1.453434208,1.509250423,2.102581284,2.438562781,3.142826052,3.260262789,2.972836963,1.602123894,
Euro area,EMU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,0.53568088,0.571836953,0.576312905,0.597747056,0.419925587,0.326902564,0.410486263,0.433437056,0.393480893,0.35732352,0.373025961,0.335077976,0.387602426,0.403130124,0.419604543,0.396871011,0.560994669,0.749288967,0.984278398,1.042975558,0.908854076,0.900085827,0.960588393,0.864738345,1.06472622,1.234570958,1.312488826,2.429716449,4.967417573,8.572891093,4.87252649,3.517681556,3.035085706,2.658623739,6.014870281,7.313192692,9.949888374,4.641262052,3.386407837,4.241534986,6.000030404,4.300650608,4.573571948,2.848890885,6.648298876,4.885716276,3.675087417,-0.106753103,1.18822149,0.375272166,
Eritrea,ERI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10E-06,2.14E-06,1.88E-06,,5.287331825,5.94284422,0.006102171,12.08005861,3.94553485,1.612458054,3.121554755,2.872720768,2.173353568,0.130327753,1.269492539,0.546786303,2.825700368,4.901180484,5.72501514,1.888618368,,,,,,,,,,
Spain,ESP,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.541555941,0.433295821,0.453220115,0.495933813,0.368032544,0.594748978,0.403032121,0.458798102,0.733598104,0.650884305,0.641284342,0.841568278,0.909548258,0.949036376,1.029517604,1.088426776,1.37298401,1.433954634,1.866376149,2.032124447,2.60616679,2.164503635,2.104198135,2.058401577,1.653457588,1.347459453,1.525295224,1.59871605,2.537836213,3.091564175,6.77009273,4.604656617,5.553345715,3.387900042,2.363599318,2.340938237,2.612493507,4.628870251,4.54012423,0.640294112,2.574300627,1.812105242,1.573773812,3.495812497,2.402473104,1.926820919,3.589331991,2.404907382,4.12571581,1.777333002,2.632521118,
Estonia,EST,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.592689682,3.465317037,5.316787872,10.49664237,5.660895535,7.319237666,9.479181471,4.590599447,10.51492087,8.948635993,21.67437355,10.32826776,13.51119616,8.12295909,9.505903132,13.27763016,4.821007081,7.76458523,4.371527666,6.689355477,-3.125562736,3.845672837,6.446852166,4.042502688,9.866417057,11.53720812,
Ethiopia,ETH,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.001620129,0.0396344,0.248414013,0.184499328,0.256553049,3.358748398,3.334132788,0.908732804,1.633506368,4.244759583,3.2480727,5.392122513,5.380415799,2.137800937,3.568235274,1.126470925,0.400997134,0.682729367,0.963030625,1.967356639,0.643172898,2.820412334,3.335691111,4.066488561,5.576212728,4.912707176,3.987712538,2.657360635,2.225385751,
European Union,EUU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.605534382,0.520869423,0.552386405,0.558006913,0.57733214,0.409320159,0.289942854,0.387719806,0.409582396,0.378338644,0.342239569,0.35462622,0.329009301,0.371375885,0.384113202,0.407542897,0.402963265,0.532200171,0.734752175,0.964747357,1.007143293,0.977338098,0.870368572,1.032165153,1.008574057,1.33564212,1.307634844,1.513190949,2.769234746,5.726068006,8.738773997,4.967866875,3.653506605,2.955206949,2.748360952,6.139605682,7.172137161,10.03147757,5.083322162,3.244365232,3.705516635,5.571057419,3.862726838,4.031980865,2.759250165,5.949985717,5.149371924,3.476689408,-0.220122098,1.980808935,1.79387502,
Fragile and conflict affected situations,FCS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.82727333,1.503436229,0.250615253,0.820159359,0.086068825,0.937747786,-0.136916226,0.392314782,0.372639629,0.383083732,-0.094026922,0.315011445,0.297227969,0.242056875,0.144823569,0.423081208,0.114450299,0.359029202,0.263953961,0.86908445,0.304098122,1.206084247,0.895959802,1.116949042,1.178737598,0.809399126,1.181081779,2.519042472,2.171537398,1.711173879,1.825989144,1.835746675,1.671096767,2.549367843,1.825085969,2.80705751,2.204731246,3.050170579,2.681980655,2.114555134,2.01613098,2.540570324,2.435910858,1.674931729,0.821942751,1.411289011,1.507220352,1.83257349,1.624963614,1.372254104,1.037891449,
Finland,FIN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.158485345,0.199562471,0.250963392,0.066761285,0.14085175,0.23163905,0.182056691,0.14346423,0.093217689,0.061909033,0.052101064,0.189990219,0.001724651,0.165714758,0.257492463,0.201359905,0.551203224,0.298482234,0.48757225,0.41187074,0.574223939,-0.182278447,0.35222682,0.967925394,0.268964374,1.081088343,0.569873751,1.933680856,9.33679172,5.764867427,10.71426564,2.489487334,5.765183993,3.475260386,3.431798877,5.304331909,2.136782622,8.573025141,6.792284305,-3.481621124,4.899686359,-2.179936953,1.909129175,-1.813913579,6.377217393,7.455255506,2.128191379,6.70809996,-3.83428376,5.81422413,-0.871433104,
Fiji,FJI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.910698644,2.623619632,2.684347493,3.685763002,2.560017778,2.060595295,1.055355921,2.376540998,1.470021646,0.997366831,3.021376519,2.933620871,3.084085482,2.844453477,1.979148258,1.899194266,0.622581546,1.371872325,2.847147693,2.587899631,-2.272714484,-2.904099314,2.466149115,-0.19821927,-1.713337248,-1.151223209,-3.391135512,-2.879821873,1.230009472,-7.595404497,0.035237832,2.499412473,1.673098412,1.75228459,9.253707943,5.802811736,18.98300797,13.74147731,19.27858776,10.7423906,5.670792374,5.753259089,6.981691701,5.818005305,7.779951266,4.385929605,7.9432745,7.240300466,8.400461669,5.863669962,5.233036344,
France,FRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.418448076,0.316723878,0.322695756,0.425624843,0.646692012,0.433400884,0.262522929,0.462162851,0.487750171,0.421580946,0.468106015,0.401205879,0.271047895,0.308227517,0.451867818,0.469230253,0.422034253,0.550188789,0.833285658,1.005053258,1.038724949,1.193809085,1.558332664,1.568929474,1.133236784,1.482504442,1.36838947,1.586355841,1.963825255,3.07880407,3.030746972,3.639660784,3.433472871,2.296002833,1.679938591,3.875247351,3.402534856,3.148833873,2.320491389,0.682106492,1.470195727,1.542875408,1.227596621,1.123423424,0.203254563,1.755723741,1.326491698,1.38212039,2.776578144,1.960494002,0.559831723,
Faroe Islands,FRO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6.329822421,,,,,,,
Gabon,GAB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,-0.216181176,4.113317167,4.041733357,2.199837375,5.154719268,7.735472117,1.285966365,1.242280649,2.366468843,1.816630468,0.736562707,1.413053835,3.641180924,3.297995821,0.228119779,0.451849384,3.239161788,2.73648991,3.45679012,-0.729314863,1.234110823,-1.010365399,2.269871503,-2.597049741,-2.376692874,-3.942388289,-5.007209261,-2.153485033,2.957693889,1.918355874,5.473125421,-2.002988966,0.021754642,1.530522552,4.040693997,3.403623635,2.593100344,5.257222157,4.45376476,5.247570723,3.645404456,6.169785117,3.944723419,1.841538567,6.938646821,0.289976987,8.868153591,8.801569497,8.175990001,9.204098148,11.20670644,
United Kingdom,GBR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.138728591,1.195852917,0.71071276,1.414127456,2.121823274,1.372676187,1.292355806,1.682672051,1.127586247,1.473705819,1.791819689,1.087231673,1.05101857,1.057718801,-0.075261594,1.11928039,1.42482067,1.754640337,2.904105168,2.92466122,3.78380568,2.033973017,1.950665447,1.854764189,1.71516995,2.16345582,2.280149905,3.290128405,6.641959239,7.705211126,9.874714492,3.412047346,5.031206383,1.750588093,3.594809868,9.928108652,7.494735009,6.745095031,8.624166859,0.59968332,2.678908149,1.009837234,1.719311046,1.94318633,1.907589447,1.533311411,11.92915477,4.644610359,-0.863744975,0.077698118,1.126587489,
Georgia,GEO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000370208,0.318209021,,,6.907808075,7.341827921,2.939233863,4.299844281,3.412704531,4.723542634,8.390557186,9.613616231,7.067848344,15.12375585,18.59938926,12.52225776,6.137372839,7.521667765,7.745107294,5.87198283,6.088362421,10.42082421,11.60419372,10.96187068,11.82440508,7.219945323,7.819837496,3.37039611,
